"element_count","scan_repeats","candidates","correct","stable","baseline_stable","selected_stable","baseline_median_ms","baseline_p95_ms","baseline_cv","selected_median_ms","selected_p95_ms","selected_cv","speedup","retained_baseline","backend","group_size","elements_per_thread","actual_items_per_thread","single_pass_groups","single_pass_items_scale","baseline_candidate","selected_candidate","output_sha256"
"16777216","24","36","36","36","True","True","10.99124","11.07216","0.005170328831610712","5.67276","5.7006499999999996","0.002999298278323735","1.9375471551766688","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","7eac17428d6d0bd0f050ddf39de069e32cf2ed51479ecb06b4d340dc79766409"
"25165824","1","36","36","36","True","True","0.8119175","0.81645075","0.002965587571279556","0.4511475","0.45642675","0.0070750017594283805","1.7996719476446172","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","4","36","36","36","True","True","2.92238","2.929532","0.0020767559954194053","1.48177","1.4893185","0.002654927692953773","1.9722224096857137","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","8","36","36","36","True","True","5.7465","5.787032","0.004645759678337782","2.85413","2.863282","0.0019164930075962056","2.0133981283263203","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","9","36","36","36","True","True","6.43214","6.458506","0.0030753281784326905","3.20148","3.2097860000000003","0.0024129405567549058","2.009114534527781","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","10","36","36","36","True","True","7.12638","7.159034","0.002284512291023265","3.55169","3.597265","0.0054690069843951195","2.006475790398374","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","11","36","36","36","True","True","7.84062","7.874212","0.0023645434928312825","3.90519","4.016846","0.010660615944395341","2.007743541287364","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","12","36","36","36","True","True","8.57378","8.605623999999999","0.003122664724274554","4.22942","4.242336","0.0017928684648549377","2.027176303133763","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","16","36","36","36","True","True","11.39548","11.505968","0.004822033001212543","5.61512","5.6525","0.004362533583189144","2.0294276880992745","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
"25165824","24","36","36","36","True","True","16.99052","17.078684","0.003073167084187873","8.38168","8.551152","0.00958880103498012","2.0271019652384727","False","single-pass","512","2","8","256","4","HLSLPERF_ELEMENTS_PER_THREAD-4__HLSLPERF_GROUP_SIZE-256__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-512__HLSLPERF_SCAN_BACKEND-3__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4","a019ae9ef60e34b0d2aa0a4585b60f8b45cf07bac1aa8e99f4e56d1a08374c0e"
