candidate_id,compiled,correct,stable,rga_status,max_vgprs_used,max_live_vgprs,max_allocated_vgprs,max_sgprs_used,max_lds_bytes,max_scratch_bytes,min_occupancy_waves_per_simd,dispatches_per_batch,median_gpu_ms,p95_gpu_ms,cv,throughput_mitems_s,speedup_vs_baseline,defines,samples_gpu_ms,error
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,true,"",,,,,,,,2,4.5774,4.6062,0.0037,10995.781,0.6934,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","4.5874;4.5888;4.5926;4.5742;4.601;4.6113;4.5648;4.5623;4.5557;4.5739;4.5774",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,false,"",,,,,,,,2,3.7937,4.3069,0.0745,13267.0262,0.8366,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","3.6789;3.6571;3.6339;3.7937;3.6848;3.7103;4.0177;4.2448;4.3322;4.2815;4.272",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,false,"",,,,,,,,2,3.8167,4.2688,0.0694,13187.1471,0.8316,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","3.6559;3.6778;3.6577;3.6722;3.8167;3.7271;3.9065;4.2373;4.2946;4.2156;4.243",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,true,"",,,,,,,,2,3.3975,3.4759,0.0137,14814.4932,0.9342,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","3.4691;3.3784;3.4018;3.3975;3.3606;3.3915;3.4218;3.4689;3.3396;3.4826;3.3893",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,true,"",,,,,,,,2,3.4006,3.4637,0.0096,14800.9881,0.9334,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","3.4644;3.3846;3.4118;3.3794;3.4006;3.4065;3.3845;3.4629;3.3818;3.4338;3.3743",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,true,"",,,,,,,,2,2.9949,3.0417,0.0206,16806.0103,1.0598,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","3.0325;2.9949;2.957;3.0352;3.0379;2.9919;3.0439;2.9557;2.9654;3.0394;2.8368",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-32",true,true,true,"",,,,,,,,2,2.7509,2.9039,0.0255,18296.2965,1.1538,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=32","2.7704;2.7399;2.7328;2.7519;2.7356;2.7509;2.7367;2.7287;2.9617;2.8101;2.8462",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,1,5.1865,5.2024,0.0052,9704.3945,0.612,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","5.1954;5.1797;5.2016;5.2033;5.158;5.1916;5.1539;5.1537;5.1951;5.1865;5.1172",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,4.5361,5.0566,0.0464,11095.7488,0.6997,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","4.5021;4.5408;4.5319;4.4983;4.5091;4.5107;4.6546;4.5469;5.0284;5.0848;4.5361",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,4.0682,4.1509,0.0467,12372.0307,0.7802,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","4.1987;4.1029;4.0904;3.6347;3.6408;3.9628;4.0682;4.0106;4.1031;4.0476;4.0911",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-2__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,4.1137,4.1538,0.0094,12235.1285,0.7716,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=2;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","4.1284;4.0729;4.1035;4.0856;4.1137;4.1231;4.1553;4.0557;4.1338;4.0371;4.1523",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,3.3825,3.4464,0.0117,14880.1902,0.9384,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","3.3825;3.4071;3.3424;3.4231;3.3916;3.3448;3.344;3.377;3.4697;3.3717;3.4229",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-128__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,3.2819,3.3528,0.0161,15335.944,0.9671,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=128;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","3.2367;3.2205;3.2159;3.2195;3.2219;3.2924;3.3125;3.2819;3.2873;3.3555;3.3501",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-1__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,2.9212,2.9851,0.0141,17229.6671,1.0865,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=1;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","2.8929;2.8834;2.9405;2.9327;2.9212;2.9671;2.8922;3.003;2.8925;2.8604;2.9324",""
"HLSLPERF_CROWD_BACKEND-2__HLSLPERF_CROWD_TILE_BINS-512__HLSLPERF_CROWD_TILE_REPLICAS-2__HLSLPERF_CROWD_TILE_SIZE-16__HLSLPERF_ELEMENTS_PER_THREAD-2__HLSLPERF_GROUP_SIZE-128__HLSLPERF_SCAN_BACKEND-1__HLSLPERF_SINGLE_PASS_GROUPS-256__HLSLPERF_SINGLE_PASS_ITEMS_SCALE-4__HLSLPERF_VECTOR_WIDTH-1__HLSLPERF_WAVE_SIZE-64",true,true,true,"",,,,,,,,2,2.7471,2.8585,0.0208,18321.4718,1.1554,"HLSLPERF_CROWD_BACKEND=2;HLSLPERF_CROWD_TILE_BINS=512;HLSLPERF_CROWD_TILE_REPLICAS=2;HLSLPERF_CROWD_TILE_SIZE=16;HLSLPERF_ELEMENTS_PER_THREAD=2;HLSLPERF_GROUP_SIZE=128;HLSLPERF_SCAN_BACKEND=1;HLSLPERF_SINGLE_PASS_GROUPS=256;HLSLPERF_SINGLE_PASS_ITEMS_SCALE=4;HLSLPERF_VECTOR_WIDTH=1;HLSLPERF_WAVE_SIZE=64","2.7471;2.762;2.7479;2.7319;2.7279;2.7238;2.7126;2.712;2.8785;2.8385;2.831",""
